business_name,review,response,rating,avg_rating,num_of_reviews
Royal Group,None,Hi David. Thank you for the review.,4,4.9,148
Carr's Gifts,"First time visit, and I will go back.   This shop has such unique gifts for everyone.  The buyer does an excellent job with their selections and I found just what I was looking for.\n\nNice friendly staff as well.",None,5,4.9,13
Carr's Gifts,Love Carrs....always have very nice people!!,None,5,4.9,13
Carr's Gifts,Love this flower shop. Every time I've been  there there helpful and friendly.,None,4,4.9,13
Carr's Gifts,"Friendly, helpful staff. Great place for gifts.",None,5,4.9,13
Carr's Gifts,None,None,5,4.9,13
Midas,Very honest and helpful. Glad I went there. I won't be going anywhere else,"Wow, Angela, we love positive feedback! Thank you for sharing.",5,4.3,48
Midas,"I had them replace two broken studs on my right rear wheel, these had been cross threaded by another shop that remained unknown until I purchased new tires. The did repair the two broken studs but in doing so cross threaded two more. I discovered this just yesterday while swapping summer to snow tires. (I have separate wheels for the winter and summer). While removing the lug nuts from the right rear wheel two lugs were extremely difficult to remove such that I had to use a 4' breaker bar to back the lugs off. The breaker bar was needed to completely remove the lug nuts. Two existing lugs were severely damaged due to cross threading. The shop states that is normal and occurs frequently. ""We did not damage your lugs"" was their response. The car is not old enough to suffer that kind of wear, they just will not admit to their mistake. Extremely disappointed in their service and negligence. See attached photos, beyond the seat of the lug nut the remaining section of the lugs are in good shape and did NOT wear out.",Hi Henry our Customer Service Team would be happy to assist you. Please contact us at https://www.midas.com/aboutmidas/contactus/tabid/167/default.aspx,1,4.3,48
Midas,Brent is very friendly and always willing to help me with my car needs. This place is trustworthy and conveniently located off Woodstock Ave in Rutland.,None,5,4.3,48
Midas,Always friendly service. Honest and professional service handlers,None,5,4.3,48
Midas,"I'm not sure why people rate this place poorly. I've been using this place for many years, service has always been great. Honest and fair prices too. Let's face it, an auto repair these days cost much more than years ago thanks to evolving technology. So if you're expectations are to repair your car for $20, then it's time to buy a bike. I've brought my 2013 ford Taurus SHO, 2007 GMC Yukon, 2004 Cadillac escalade, 2009 ford flex, 2006 Cadillac CTS, suburban, and many other cars. Never once was I treated poorly or over sold on products. And a BIG plus is you can bring your own parts in and they'll install it! (No warranty of course). I recently had my Yukon in before going to DC with our 5 children and luggage. They fixed a knock sensor and looked over the overall condition to make sure it was road worthy, and I only paid about $250. This was a great deal considering the GMC dealer probably would have cost twice as much and wouldn't get me in for a week. Great job midas Rutland. For all those skeptical, just try it!","Hi Eric, thanks for sharing! We appreciate your loyalty to our shop and are glad to hear you enjoy each service with us. We look forward to seeing you back in the shop for your next visit.",5,4.3,48
Midas,Gabriel does great work,None,4,4.3,48
Midas,Good quality work.,None,4,4.3,48
Midas,"If you want to get ripped off, very dishonest all around. Brought car to 2nd opinion Midas billed over $1000.00 more","Hi there Heather, we're sorry to hear you aren't happy with your Midas experience. We make our service recommendations based on a number of factors, including visible condition and manufacturer's recommended services for the vehicle make/model and mileage. Ultimately, we want to keep our customers safe. We'd like to talk with you in hopes of clearing up any misunderstanding. Please send us a message through https://goo.gl/Htn9PP. Thanks.",1,4.3,48
Midas,Great service,None,5,4.3,48
Midas,"was charged $500 for a new fuel pump when one can be bought over the counter for $350\n\nwaited all day\n\nhad to bring it back again\n\nfiled suit with state\n\nno congruency on their part\n\navoid at all costs\n\ncalled corporate &  they couldnt  care less\n\ngreat way to do business, by ripping people off",None,1,4.3,48
Midas,I wont go anywhere else.,None,5,4.3,48
Midas,Took care of my car in a jiffy.,None,5,4.3,48
Midas,None,None,4,4.3,48
Midas,None,We are glad you had a great experience and appreciate your patronage.,5,4.3,48
Midas,None,None,5,4.3,48
Midas,None,Car repairs are rarely fun - so glad we could deliver a top-notch experience!,5,4.3,48
Midas,None,Car repairs are rarely fun - so glad we could deliver a top-notch experience!,5,4.3,48
Midas,None,We were happy to help! Please let us know if we can do anything else in the future. Thank you for the great review!,5,4.3,48
Midas,None,So kind of you to share your experience - thank you!,4,4.3,48
Midas,None,None,5,4.3,48
Midas,None,Car repairs are rarely fun - so glad we could deliver a top-notch experience!,4,4.3,48
Midas,None,Thank you for your positive review. We look forward to seeing you for your next service.,5,4.3,48
Keyser Energy,"I spoke to a lot of companies,  if not all in VT. Most were very nice up until the point when asking questions. As a customer who will be paying money that I worked hard for, I would expect clear and calculated answers. Keyser Energy was by far the most informative,  professional and understanding for my unique situation.  General or District Manager was very helpful. I was not easy to deal with given the circumstances I was in but the guy was a professional. Service department was awesome. Corporate experience was quick and gentlemen was very funny throughout process.  The guys who came to my home to install tank, check leaks and actually in detail explain the procedures as they were working was simply the BEST. This should be the only company or other companies should seek their model, professional services and support.  Thank You Keyser Energy and everyone that helped me get services up and running. Life raising a 3 yr old boy is hard enough but you company has made that a lot easier. Laundry, heating and cooking are all good. Thx again!!!","Thank you for the wonderful review Kevin. We're glad that you're pleased with our service and appreciate you taking the time to share your experience with us. If there is anything more we can do, please let us know. Thank you for being a valued Keyser Energy customer.",5,4.7,68
Keyser Energy,"These people are really good. They sent Mike Campbell out today, within 10 minutes he identified the problem and better then that, he fixed it.\nSo just wanted you to know Mike Campbell was here on time, had the knowledge and even had the parts with him to complete the job.\nI am impressed, both with Kelly, who took the request for service and Mike who did the job.\nSo I thing the Keyser Energy people are very very good thus they got my 5 star rating.\nI am not easily swayed but this team is very very good.\nJim McLaughlin\nProctor, VT.",Thank you for the wonderful review James. We appreciate you taking the time to share your experience with us. We will gladly recognize Mike and Kelly on a job well done. Thank you for being a valued Keyser Energy customer.,5,4.7,68
Keyser Energy,"Very helpful, great service!","Thank you for your kind words Donna. We take pride in providing our customers with the best service possible and appreciate you taking the time to share your experience with us. If there is anything more we can do, please let us know. Thank you for being a valued Keyser Energy customer.",5,4.7,68
Keyser Energy,"This past winter our furnace quit on us.\n\nl called Keyser Energy, and a very nice lady answered my call.\nFrom that they came shortly after. They did a thorough inspection and with there many many years of experience found the problems very quickly. these two men busted their butts and did a beautiful job. ( What an awesome furnace team these guys are)\nI was very happy..\n\nMy only con was I wanted to give them a tip but had no cash on me ..😞 next time 😊\n\nThank you Keyser Energy team staff","Thank you for the wonderful review Scott. We take pride in providing our customers with the best service possible. If there is anything more we can do, please let us know. Thank you for being a valued Keyser Energy customer.",5,4.7,68
Keyser Energy,"Cody was exceptionally helpful today. Extremely professional, caring and knowledgeable.",Thank you for your kind words. We're glad that you're pleased with our service. We will gladly recognize Cody on a job well done. Thank you for being a valued Keyser Energy customer.,5,4.7,68
Keyser Energy,"Keyser is terrible. I explained my exact request on the phone and they claimed they could handle it. After waiting all day for them to show up, they weren't able to perform the requested oil fill and instead tried to upsell me on a new tank. Meanwhile, the driver was bad mouthing the company and their polices the entire time he was here. I was beyond outraged with their service and the next day I called another company which filled the tank in about an hour without any of the drama. Use anybody else!","Hi Casey, we're sorry to hear about your less than satisfactory experience with Keyser Energy and hope that you will accept our sincerest apologies. Please send us a private message with your contact information so that we can reach out to you directly. If you prefer to speak to us in person, please call us a (802) 459-3349. We'd like to work with you and win back your trust in Keyser Energy.",1,4.7,68
Keyser Energy,"I have been a propane customer with Keyser Energy since 2014.  In that time I have found them to provide clear and helpful communication, contracting, and delivery service.  This year I had a furnace malfunction which they masterfully resolved.","Michael:\n\nLet me take this opportunity to thank you for allowing Keyser Energy to provide your Propane needs.  We are proud to welcome satisfied customers and look forward to many years of working together.\n\nWarmly,\nChris Keyser",5,4.7,68
Keyser Energy,Great service ...Outstanding employees!!,"Rick:\n\nThank you for your feedback!  We’ve been serving the Vermont area with heating oil and more for over 90 years!  We value your support.  Please don’t hesitate to contact us at (802) 459-3349 with any questions or concerns that you might have.\n\nWarmly,\nChris Keyser",5,4.7,68
Keyser Energy,None,Thank you for the 5 Stars!!!,5,4.7,68
Keyser Energy,None,"Thank you for the positive rating. If there is anything more we can do, please let us know. We strive to continue to provide you with 5-Star service. Thank you for being a valued Keyser Energy customer.",5,4.7,68
Pomainville WMA,"Only checked out the parking lot. It was fine, but getting in and out of the area was a nightmare. Be careful if you drive to this area.",None,4,4.2,8
Pomainville WMA,Beautiful piece of property.,None,5,4.2,8
Pomainville WMA,Beautiful wild life,None,5,4.2,8
Pomainville WMA,None,None,4,4.2,8
Pomainville WMA,None,None,3,4.2,8
Pomainville WMA,None,None,5,4.2,8
Pomainville WMA,None,None,5,4.2,8
County Plumbing & Heating,Great service. Very knowledgeable,None,5,4.3,18
County Plumbing & Heating,"County Plumbing is very professional, prompt, and there for you when you need them the most!",None,5,4.3,18
County Plumbing & Heating,"For years I have relied upon these guys to solve problems for me on an emergency basis and for years they have delivered. I run the vacation and long term rental department at a local real estate firm with over 100 properties in the Stowe area. Whenever I call these guys for an emergency they answer the phone right away, they arrive when they say they will and they get the job done courteously and expediently without over charging for their services. I don't know what I'd do without them. Over the summer it was for water pressure problems and plumbing issues.This week they came through for me again during the busy holiday season for at 7:30 in the morning for a problem with my own furnace on a sub-zero day and at 8:30 am for frozen pipes in a property up at Mt. Mansfield where we had vacation rental guests. You guys are the best! I feel lucky to have service people I can rely upon myself and recommend to my clients. Five stars aren't enough. Thank you County!",None,5,4.3,18
County Plumbing & Heating,None,None,4,4.3,18
County Plumbing & Heating,None,None,5,4.3,18
Legion Field,local volunteers do an awesome job of keeping this place ready for baseball. Compliments to the Priest family and all other volunteers you have worked so hard over the years to keep things going,None,5,4.3,8
Legion Field,None,None,4,4.3,8
Legion Field,None,None,5,4.3,8
Legion Field,None,None,5,4.3,8
Legion Field,None,None,5,4.3,8
White River Craft Center,"Enjoyed a most delicious, amazing lunch at Saap!",None,5,4.9,8
White River Craft Center,"It's got history, it's got culture, it's got art, it's got authentic Thai food! It's a living tribute to what's so great about Vermont!",None,5,4.9,8
White River Craft Center,Good food and various types of art hand crafted for sale at reasonable prices.,None,5,4.9,8
White River Craft Center,"Unique use of renovated nursing home. Artists in residence,  on site restaurant and small meeting room space.",None,5,4.9,8
White River Craft Center,None,None,4,4.9,8
White River Craft Center,None,None,5,4.9,8
White River Craft Center,None,None,5,4.9,8
White River Craft Center,None,None,5,4.9,8
Stahler Furniture & Mattress Gallery,"Really nice people, nice selection of Lyndon Furniture, exactly the table I wanted at a reasonable price!",None,5,4.1,7
Stahler Furniture & Mattress Gallery,High prices but grest quality selection,None,3,4.1,7
Stahler Furniture & Mattress Gallery,None,None,5,4.1,7
Stahler Furniture & Mattress Gallery,None,None,3,4.1,7
Stahler Furniture & Mattress Gallery,None,None,3,4.1,7
Kingdom Recovery Center,"Kingdom Recovery Center is a place for people with substance use disorder. They provide one on one recovery coaching, pathways guide support and support all pathways to recovery. They offer SMART Recovery, All Recovery, MARA, AA, NA, POSITIVE REFLECTIONS and more. This place is a positive welcoming place with peer to peer support.",None,5,4.6,18
Kingdom Recovery Center,This is a great place to visit with some friendly welcoming people.,None,5,4.6,18
Kingdom Recovery Center,Does work for families and community,None,4,4.6,18
Kingdom Recovery Center,Welcoming place for those in Recovery,None,5,4.6,18
Kingdom Recovery Center,"Help people with there needs like pathways,AA,NA there is more we on Dr.Bob site home place",None,5,4.6,18
Kingdom Recovery Center,None,None,4,4.6,18
Kingdom Recovery Center,None,None,5,4.6,18
Outing Club Skate Park,Great place to ski and snow shoe.,None,5,4.4,8
Outing Club Skate Park,"Skatepark is small but has a good flow. Only one in the area with a bowl.  small kickers, grind Rail, and concrete box with and then run that will keep you going in both directions.",None,5,4.4,8
Outing Club Skate Park,"Fun bowl, never crowded",None,5,4.4,8
Outing Club Skate Park,Small park,None,4,4.4,8
Outing Club Skate Park,Usually drugs laying around,None,3,4.4,8
Outing Club Skate Park,None,None,3,4.4,8
Fred Mold Park Fishing Pier,top tier,None,5,4.6,8
Fred Mold Park Fishing Pier,This is a wonderful addition to the town of Saint Johnsbury. The fishing pier is accessible now by wheelchair which offers up an opportunity for fishing and  river watching that hasn't existed before.,None,5,4.6,8
Fred Mold Park Fishing Pier,One of my favorite places to drop a line.,None,5,4.6,8
Fred Mold Park Fishing Pier,Great place!,None,5,4.6,8
Fred Mold Park Fishing Pier,Nice park,None,4,4.6,8
Fred Mold Park Fishing Pier,"(Translated by Google) Clean, quiet, tranquil\n\n(Original)\nLimpo, calmo, tranquilo",None,4,4.6,8
Bald Mountain,"Hard but rewarding, vertigo warning for the tower!",None,5,4.9,15
Bald Mountain,Great hike! Not super hard. I say it would take someone an hour 15 to an hour and 30 mins up.  The view on top of the fire tower is incredible. It makes it my favorite hike in this area. I always take guests here. I highly recommend this hike. The top of the mountain is pretty buggy so bring big spray. There is also a cabin for those who want to spend the night.,None,5,4.9,15
Bald Mountain,None,None,5,4.9,15
Bald Mountain,None,None,4,4.9,15
Bald Mountain,None,None,5,4.9,15
Bald Mountain,None,None,5,4.9,15
Bald Mountain,None,None,5,4.9,15
Rockers Pizzeria,Sandwich was awesome!   Thick and flavorful.   I think priced around 8$ which easily warrants a 2$ tip.   Nothing in the area can touch that sandwich.   Guy on the phone was polite and everyone behind the counter looked like decent humans.   I'll definitely be back to try the pizza.    Welcome to area!,None,5,4.4,38
Rockers Pizzeria,Consistently hits the spot for a straightforward pizza. Staff is always friendly.,None,5,4.4,38
Rockers Pizzeria,Excellent service. The pizza was great!,None,5,4.4,38
Rockers Pizzeria,"Always a great pie to be had here!! Hot, gooey and amazing.",None,5,4.4,38
Rockers Pizzeria,"It's obvious they have opening growing pains. Checkout took a bit because taking a order was too difficult on the register.  Still the Sammy was pretty good,  and so were the fries.  Two suggestions? Clean up the box it up process so that napkins and ketchup (in my case) join a to go order.  Then leave it open so the cashier can check then seal the bag. Lots of folks ordering take away eat outside of home.  Makes napkins and ketchup good to have.  Or leave them out for customers but I think COVID makes self serve impossible and age that it leads to waste because people often take more than they will use.\n\nAgain 4 stars because food is good and any issue is easy to fix (especially if you open it and look). Haven't had the pizza, will update then.",None,4,4.4,38
Rockers Pizzeria,"Sandwiches are fantastic!  Vermont may have better pizza, but Vergennes certainly doesn't.  Clean, bright new space is going to be great to dine in someday.  Friendly, fast, delicious... this place is a great addition to the Vergennes main street.",None,5,4.4,38
Rockers Pizzeria,One of the best pizzerias in all of VT!,None,5,4.4,38
Rockers Pizzeria,Pizza is amazing!!!,None,5,4.4,38
Rockers Pizzeria,None,None,5,4.4,38
Rockers Pizzeria,None,None,5,4.4,38
Rockers Pizzeria,None,None,3,4.4,38
Williams Woods Natural Area,"It's quiet, not many people.  The path could use some extra love.\nWell shaded, not buggy when we were there.  Wear sturdy shoes that may get wet. No dogs.",None,4,4.6,8
Williams Woods Natural Area,I’ve never seen so many trilliums in my life.,None,5,4.6,8
Williams Woods Natural Area,A nice easy walk in the woods.,None,4,4.6,8
Williams Woods Natural Area,"I really like this walk . It's not a hike and not difficult at all as it's mostly flat but it's a great walk through the woods. Fall is a good time to go for the colors. It is linear still nice though. If you time it right you may see a train at the end. It is a ""no dog"" area due to wildlife so don't be a moron that ignores the sign at the entrance. This happened both times we went. sigh <shaking head>",None,4,4.6,8
Williams Woods Natural Area,Probably the most intact and certainly the most accessible remnant of the rare mesic and wet clay plain ecosystems in Vermont. Some huge trees and also very high species diversity. See how many tree species you can find. The trail is short and mostly flat and has boardwalks for most of the muddiest parts.,None,5,4.6,8
Williams Woods Natural Area,None,None,5,4.6,8
#1 Nail Care,She always does such a nice job on my nails. My dip polish tends to last about 4 wks!,None,5,4.2,58
#1 Nail Care,Not as bad as the reviews say they are. I thought the lady that did my nails was very nice and my nails came out pretty good,None,5,4.2,58
#1 Nail Care,"Best nails I've had done within fifty miles of the NEK. Nails were straight, even, and well done. I got them done for my engagement (little did I know!!) and the pictures were beautiful. They didn't cut my cuticles (which some places do without even asking) and they were good when they painted one nail and I asked for a different color after it was already painted. Going here for my wedding nails - I've been to Phinne in Stowe, Sarah in Morrisville and Perfect Nails he Thu in Essex and paid $40-$60 each time and they were all awful and may nails would be in so much pain. Here my nails didn't hurt AT ALL the next day or even right after, and I paid $30-$35.",None,4,4.2,58
#1 Nail Care,None,None,5,4.2,58
#1 Nail Care,None,None,4,4.2,58
#1 Nail Care,None,None,3,4.2,58
#1 Nail Care,None,None,1,4.2,58
Royal Group,Always done right from wood stove to screens!,"Good Evening, Rebecca! Thanks SO much for the kind review. Quality workmanship has always been a top priority for us. Thank you again for your business and local support!\n\n- Rex Accavallo, CEO",5,4.9,148
Royal Group,A great company to work with.  Their sales and tech staff are very knowledgeable and easy to work with.  They will come up with a solution for any size company with any size budget.  Can't recommend them more highly!,"Good Afternoon, Peter - Really appreciate the review and kind words! It always means a lot when our clients take time out of their day to do this - thank you very much!! We look forward to working with you more in the future, have an awesome day",5,4.9,148
Royal Group,"Great place to do business with staff was great,thank u!","Hi Chad!\n\nThank you so much for the 5-Star review. We really appreciate you keeping business local!\n\nHave a great rest of the week!\n\n- Rex Accavallo, CEO",5,4.9,148
Royal Group,"Awesome Customer service, quick response, and willing to help whether you are a customer or not. A+ we need more businesses like this.","Mark, thank you SO much! Really appreciate the kind words! Please reach out if you have any other questions or If I can assist with anything. Enjoy your Sunday!\n\nRex Accavallo",5,4.9,148
Royal Group,"If you need a top quality job, by a group of professionals,  this is the only place to go! A plus service.","Good Afternoon, Jeff\n\nThanks so much! We work very hard to have an extremely high level of quality. Really appreciate such a kind review and thank you very much for your business. Look forward to connecting more in the future, have a great night!",5,4.9,148
Royal Group,These guys are the best.  They showed up right on time and did a fantastic job.  Thanks!,"Tim, thank you! We appreciate your business!",5,4.9,148
Royal Group,"Great customer service, friendly and professional staff. I just had a new security system installed at my office - everything went well - from the initial consult, a detailed quote, installation and then a follow up to make sure things were running smoothly.","Kasia, thank you very much! It was a real pleasure working with you, and we're glad you're happy with your new system!",5,4.9,148
Royal Group,"Two royal group employees saved me! I ran out of gas on the side of the road and one of them stayed with my car and the other drive me to the nearest gas station and helped me get a gas can, fill it and took me back to my car, and made sure it started before they headed off!! Thank you Bob and Rustin!! Choose royal group, their employees care about more than what they are paid to do.","Lily - Thank you SO much for your Google review!! We really appreciate it! Iam so happy we were able to help you out and get you back on the road safely.\n\nAgain, really appreciate the review and we were more than happy to help.\n\nHave an awesome rest of the week :-)",5,4.9,148
Royal Group,None,"Thank you for the 5 Star review, Vicki! Have a great rest of the week ☺️",5,4.9,148
Royal Group,None,Abba! Thanks so much for the 5 star review 👍🏼😊 have a great day and enjoy the weather out there\n\n- Rex,5,4.9,148
Royal Group,None,Hi David. Thank you for the review.,4,4.9,148
Carr's Gifts,"First time visit, and I will go back.   This shop has such unique gifts for everyone.  The buyer does an excellent job with their selections and I found just what I was looking for.\n\nNice friendly staff as well.",None,5,4.9,13
Carr's Gifts,Love Carrs....always have very nice people!!,None,5,4.9,13
Carr's Gifts,Love this flower shop. Every time I've been  there there helpful and friendly.,None,4,4.9,13
Carr's Gifts,"Friendly, helpful staff. Great place for gifts.",None,5,4.9,13
Carr's Gifts,None,None,5,4.9,13
Midas,Very honest and helpful. Glad I went there. I won't be going anywhere else,"Wow, Angela, we love positive feedback! Thank you for sharing.",5,4.3,48
Midas,"I had them replace two broken studs on my right rear wheel, these had been cross threaded by another shop that remained unknown until I purchased new tires. The did repair the two broken studs but in doing so cross threaded two more. I discovered this just yesterday while swapping summer to snow tires. (I have separate wheels for the winter and summer). While removing the lug nuts from the right rear wheel two lugs were extremely difficult to remove such that I had to use a 4' breaker bar to back the lugs off. The breaker bar was needed to completely remove the lug nuts. Two existing lugs were severely damaged due to cross threading. The shop states that is normal and occurs frequently. ""We did not damage your lugs"" was their response. The car is not old enough to suffer that kind of wear, they just will not admit to their mistake. Extremely disappointed in their service and negligence. See attached photos, beyond the seat of the lug nut the remaining section of the lugs are in good shape and did NOT wear out.",Hi Henry our Customer Service Team would be happy to assist you. Please contact us at https://www.midas.com/aboutmidas/contactus/tabid/167/default.aspx,1,4.3,48
Midas,Brent is very friendly and always willing to help me with my car needs. This place is trustworthy and conveniently located off Woodstock Ave in Rutland.,None,5,4.3,48
Midas,Always friendly service. Honest and professional service handlers,None,5,4.3,48
Midas,"I'm not sure why people rate this place poorly. I've been using this place for many years, service has always been great. Honest and fair prices too. Let's face it, an auto repair these days cost much more than years ago thanks to evolving technology. So if you're expectations are to repair your car for $20, then it's time to buy a bike. I've brought my 2013 ford Taurus SHO, 2007 GMC Yukon, 2004 Cadillac escalade, 2009 ford flex, 2006 Cadillac CTS, suburban, and many other cars. Never once was I treated poorly or over sold on products. And a BIG plus is you can bring your own parts in and they'll install it! (No warranty of course). I recently had my Yukon in before going to DC with our 5 children and luggage. They fixed a knock sensor and looked over the overall condition to make sure it was road worthy, and I only paid about $250. This was a great deal considering the GMC dealer probably would have cost twice as much and wouldn't get me in for a week. Great job midas Rutland. For all those skeptical, just try it!","Hi Eric, thanks for sharing! We appreciate your loyalty to our shop and are glad to hear you enjoy each service with us. We look forward to seeing you back in the shop for your next visit.",5,4.3,48
Midas,Gabriel does great work,None,4,4.3,48
Midas,Good quality work.,None,4,4.3,48
Midas,"If you want to get ripped off, very dishonest all around. Brought car to 2nd opinion Midas billed over $1000.00 more","Hi there Heather, we're sorry to hear you aren't happy with your Midas experience. We make our service recommendations based on a number of factors, including visible condition and manufacturer's recommended services for the vehicle make/model and mileage. Ultimately, we want to keep our customers safe. We'd like to talk with you in hopes of clearing up any misunderstanding. Please send us a message through https://goo.gl/Htn9PP. Thanks.",1,4.3,48
Midas,Great service,None,5,4.3,48
Midas,"was charged $500 for a new fuel pump when one can be bought over the counter for $350\n\nwaited all day\n\nhad to bring it back again\n\nfiled suit with state\n\nno congruency on their part\n\navoid at all costs\n\ncalled corporate &  they couldnt  care less\n\ngreat way to do business, by ripping people off",None,1,4.3,48
Midas,I wont go anywhere else.,None,5,4.3,48
Midas,Took care of my car in a jiffy.,None,5,4.3,48
Midas,None,None,4,4.3,48
Midas,None,We are glad you had a great experience and appreciate your patronage.,5,4.3,48
Midas,None,None,5,4.3,48
Midas,None,Car repairs are rarely fun - so glad we could deliver a top-notch experience!,5,4.3,48
Midas,None,Car repairs are rarely fun - so glad we could deliver a top-notch experience!,5,4.3,48
Midas,None,We were happy to help! Please let us know if we can do anything else in the future. Thank you for the great review!,5,4.3,48
Midas,None,So kind of you to share your experience - thank you!,4,4.3,48
Midas,None,None,5,4.3,48
Midas,None,Car repairs are rarely fun - so glad we could deliver a top-notch experience!,4,4.3,48
Midas,None,Thank you for your positive review. We look forward to seeing you for your next service.,5,4.3,48
Keyser Energy,"I spoke to a lot of companies,  if not all in VT. Most were very nice up until the point when asking questions. As a customer who will be paying money that I worked hard for, I would expect clear and calculated answers. Keyser Energy was by far the most informative,  professional and understanding for my unique situation.  General or District Manager was very helpful. I was not easy to deal with given the circumstances I was in but the guy was a professional. Service department was awesome. Corporate experience was quick and gentlemen was very funny throughout process.  The guys who came to my home to install tank, check leaks and actually in detail explain the procedures as they were working was simply the BEST. This should be the only company or other companies should seek their model, professional services and support.  Thank You Keyser Energy and everyone that helped me get services up and running. Life raising a 3 yr old boy is hard enough but you company has made that a lot easier. Laundry, heating and cooking are all good. Thx again!!!","Thank you for the wonderful review Kevin. We're glad that you're pleased with our service and appreciate you taking the time to share your experience with us. If there is anything more we can do, please let us know. Thank you for being a valued Keyser Energy customer.",5,4.7,68
Keyser Energy,"These people are really good. They sent Mike Campbell out today, within 10 minutes he identified the problem and better then that, he fixed it.\nSo just wanted you to know Mike Campbell was here on time, had the knowledge and even had the parts with him to complete the job.\nI am impressed, both with Kelly, who took the request for service and Mike who did the job.\nSo I thing the Keyser Energy people are very very good thus they got my 5 star rating.\nI am not easily swayed but this team is very very good.\nJim McLaughlin\nProctor, VT.",Thank you for the wonderful review James. We appreciate you taking the time to share your experience with us. We will gladly recognize Mike and Kelly on a job well done. Thank you for being a valued Keyser Energy customer.,5,4.7,68
Keyser Energy,"Very helpful, great service!","Thank you for your kind words Donna. We take pride in providing our customers with the best service possible and appreciate you taking the time to share your experience with us. If there is anything more we can do, please let us know. Thank you for being a valued Keyser Energy customer.",5,4.7,68
Keyser Energy,"This past winter our furnace quit on us.\n\nl called Keyser Energy, and a very nice lady answered my call.\nFrom that they came shortly after. They did a thorough inspection and with there many many years of experience found the problems very quickly. these two men busted their butts and did a beautiful job. ( What an awesome furnace team these guys are)\nI was very happy..\n\nMy only con was I wanted to give them a tip but had no cash on me ..😞 next time 😊\n\nThank you Keyser Energy team staff","Thank you for the wonderful review Scott. We take pride in providing our customers with the best service possible. If there is anything more we can do, please let us know. Thank you for being a valued Keyser Energy customer.",5,4.7,68
Keyser Energy,"Cody was exceptionally helpful today. Extremely professional, caring and knowledgeable.",Thank you for your kind words. We're glad that you're pleased with our service. We will gladly recognize Cody on a job well done. Thank you for being a valued Keyser Energy customer.,5,4.7,68
Keyser Energy,"Keyser is terrible. I explained my exact request on the phone and they claimed they could handle it. After waiting all day for them to show up, they weren't able to perform the requested oil fill and instead tried to upsell me on a new tank. Meanwhile, the driver was bad mouthing the company and their polices the entire time he was here. I was beyond outraged with their service and the next day I called another company which filled the tank in about an hour without any of the drama. Use anybody else!","Hi Casey, we're sorry to hear about your less than satisfactory experience with Keyser Energy and hope that you will accept our sincerest apologies. Please send us a private message with your contact information so that we can reach out to you directly. If you prefer to speak to us in person, please call us a (802) 459-3349. We'd like to work with you and win back your trust in Keyser Energy.",1,4.7,68
